Words,Count
presumptuous,2
undinted,1
ﬂeetness,1
newer,1
ﬂute-like,1
hum,8
blot,2
banhounds,1
withheld,4
plunder,1
fot,1
fellowly,1
dcathlessly,1
ca,10
slow-biting,1
touches,3
honey-pale,1
corms,1
bushy,2
sharpened,1
long,63
translation,1
testify,1
lx,1
camellias,1
tire,3
extreme,1
blissful,7
linen,7
ﬁnd,5
fruition,2
forgotten,4
.,3198
<p6(ku<rii,1
through,228
bereft,2
?>t,1
swarming,1
narrow,4
voyaging,1
slough,1
fays,1
dispraise,1
breezy,1
versicle,1
ominous,3
preached,1
unbuilt,1
rancour,1
145,1
admonisheth,1
graced,1
i'liant,1
tearfully,1
sweetsweeter,1
inner,1
aloofness,1
downhill,1
peirithous,2
cuchulain,1
innocence,2
ei&vbca,1
ares,1
kneeling,5
ever-baﬂled,1
untethered,1
him—and,1
thee,318
stallions,1
scattering,1
stored,1
grides,1
terror,18
16$,1
ivouid,1
sharper,1
petition,3
t&v,1
vacant,3
tumu,1
sad,12
hill-brows,1
balsams,1
spleen,1
vibrating,1
fresh-struck,1
who,199
porch,1
cornfields,2
impassively,1
countervailing,1
on,678
ceramiques,1
ex,1
veins,1
aves,1
leave,26
dazzling,3
deep-blooded,1
sipping,1
fiery,6
unwrap,1
genial,3
cirque,2
decked,1
soars,1
hack,8
jaws,3
pictured,1
draws,9
time-burnished,1
unwraps,1
conqueror,2
smoothed,1
draining,1
infuse,1
wane,2
fired,1
car—it,1
pardon,3
becalmed,1
catkins,2
brushed,2
engendering,2
stupor,1
‘a,1
poplars,2
shudders,1
hitterness,1
unfragrant,1
trepidation,1
kvprov,1
reconciliations,1
diffuse,2
cross,39
enwomb,1
deer,7
swiftest,1
seized,3
olympus,4
antiphonies,1
nimbly,1
highway,1
branch,2
lutes,2
dumont,1
betake,1
chafing,3
pelt,1
arching,1
unclaimed,1
consolation,1
knows,22
cower,2
straw,3
bird-fluttered,1
deadlxxix,1
in—the,1
sumptuous,2
fountainous,1
haircloth,2
discovered,3
somnolence,1
cithara,1
seamless,1
feasting,1
concealing,1
fulfilling,1
%xw,1
error,1
undefended,1
inaccessible,1
burdening,1
slips,3
}etna,1
turneth,2
loom,1
murdering,1
inhuman,1
banks,2
month,2
swirl,2
lump,2
pandioris,1
confutes,1
shep”,1
vaporous,1
divinest,2
slept,5
unblooded,1
thaon,4
asleep,11
latch,1
sangrael,1
tlfifu,1
substances,2
giant,2
requite,4
y&nf)pt,1
ciii,1
mood,11
asian,1
provoked,1
sceptre,4
evils,1
fangs,1
vaunts,2
....<.—_,1
for,597
rest,32
unguarded,1
graal,1
prisoned,1
tyrant,4
ri,2
matters,1
jacinth,1
clods,1
comrade,1
sovereign-goddess,1
unobtrusive,1
shielded,1
hill,19
fruiting,1
imparts,1
dove’s,1
lustrousness,1
drunk,2
victories,1
witlessly,1
idalian,1
philomevs,1
verses,1
drawest,4
noonday,1
potency,3
sunniest,1
grows,19
subject,2
doff,2
cavernous,2
<ca,1
indelible,1
elm,1
began,9
sickness,3
hie,1
hetween,2
piping,1
cloudy,5
heen,11
repeat,2
whatever,1
pearl-smile’s,1
bursting,2
literary,1
madness,7
convinced,1
chest,1
question,4
gaping,1
evian,1
erase,1
nest,6
calming,1
spoil,1
ambrosial,1
84,2
thaws,1
griefs,2
masker,1
speak’st,1
disappear,4
shooting,4
setteth,1
refluent,1
dissolute,1
immaculatum,1
smothered,2
spring-rain,1
makes,25
le,1
drifted,2
transformations,3
recoil,1
judgment,5
tby,3
gushing,1
bathsheba,2
strawberry-bed,1
squirrels,1
^eoliae,1
ﬂout,1
serene,7
cock,2
blithe,4
deep-wood,1
mingle,7
garden-path,1
unahashed,1
comrades,1
thrush,4
offereth,1
thrown,8
champaign,1
marvel,2
peacock’s,1
virtue,2
feature,2
>«s,1
of8,1
withy,1
juicy,1
airless,1
habit,1
thrummed,1
port—yea,1
visions,2
vine-branch,1
backward,7
after,25
camels,2
wine-drops,1
globe,1
gray,9
oak-trees,2
confusion,2
recess,2
torn,3
'_,1
wedded,1
awhile,13
inﬁnite,3
draught,8
prove,3
joannis,1
interminable,2
....,17
marshals,1
shame—,1
breakest,1
words—,1
count,4
poems,1
hier,2
ippivaut^ooi,1
orient,3
yonder,4
>,6
hurled,2
ant,1
snows,4
kneelcst,1
eyeing,1
jocund,2
valley-road,1
buyer’s,1
argent,1
large,12
tho’,1
thessalian,1
sharing,2
breath,82
plots,2
fires,3
vain,22
curling,2
twowhole,1
veils,2
punctilious,1
divert,1
